# Descrição padrão dos GRUPOS (estruturas) do layout fiscal.
#
# Aplicada quando o tipo não tem doc própria no modelo. A chave é o nome do
# schema publicado, sem o prefixo do documento: Ide vale para CteIde e MdfeIde.
# Formato: nomeDoGrupo <TAB> descrição
InfCTe	CT-e transportado no manifesto.
InfNFePeri	Produtos perigosos na NF-e transportada.
InfNFePrestParcial	Prestação parcial da NF-e transportada.
InfEntregaParcial	Entrega parcial da carga.
InfUnidCargaVazia	Unidade de carga que segue vazia.
InfUnidTranspVazia	Unidade de transporte que segue vazia.
InfLocalCarrega	Local de carregamento.
InfLocalDescarrega	Local de descarregamento.
InfTermCarreg	Terminal de carregamento no modal aquaviário.
InfTermDescarreg	Terminal de descarregamento no modal aquaviário.
InfEmbComb	Embarcação de comboio no modal aquaviário.
InfLotacao	Informações do transporte em lotação.
InfContrato	Contrato entre o transportador e o contratante.
InfCIOT	CIOT da operação de transporte.
InfResp	Responsável pelo pagamento do vale-pedágio.
InfAdic	Informações adicionais do manifesto.
VeicTracao	Veículo de tração.
VeicReboque	Veículo reboque.
VeicReboqueProp	Proprietário do reboque, quando não é o emitente.
Condutor	Condutor do veículo.
Trem	Trem no modal ferroviário.
Vag	Vagão no modal ferroviário.
Disp	Dispositivo de rastreamento da carga.
ProdPred	Produto predominante da carga.
Lacres	Lacres do manifesto.
LacRodo	Lacre no modal rodoviário.
Erro	Envelope de erro. Trate pelo campo codigo, nunca pela mensagem.
Documento	Documento fiscal a ser gerado, no contrato da Nuvem Fiscal.
